"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source"
"2024-07-12","2024-07-12 08:49:00","DRY UPPER","day",49,204,"","Run","Woody_debris","Right",NA,"Pebble","Mostly shaded",-72.50392233,42.66620517,"","iPad"
"2024-07-12","2024-07-12 08:51:00","DRY UPPER","day",42,NA,"RECOVERED","","","",NA,"","",-72.5039515,42.66607067,"Tag found at the bottom of pool","iPad"
"2024-07-12","2024-07-12 09:21:00","DRY UPPER","day",49,196,"","Pool","Woody_debris","Right",NA,"Mud","Mostly shaded",-72.50403433,42.66607117,"","iPad"
"2024-07-12","2024-07-12 09:28:00","DRY UPPER","day",48,198,"","Pool","Woody_debris","Center",NA,"Mud","Mostly shaded",-72.50487033,42.666761,"","iPad"
"2024-07-12","2024-07-12 09:36:00","DRY UPPER","day",21,208,"","Pool","Undercut_bank","Right",NA,"Rock","Fully shaded",-72.504906,42.6671255,"","iPad"
"2024-07-12","2024-07-12 09:37:00","DRY UPPER","day",24,NA,"RECOVERED","","","",NA,"","",-72.50502683,42.6671415,"Found tag at bottom of pool","iPad"
"2024-07-12","2024-07-12 09:56:00","DRY UPPER","day",55,185,"","Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.50450783,42.66765067,"","iPad"
"2024-07-12","2024-07-12 09:57:00","DRY UPPER","day",16,174,"","Pool","","Center",NA,"Mud","Fully shaded",-72.50448683,42.66762683,"Couldn’t get a high read","iPad"
"2024-07-12","2024-07-12 10:00:00","DRY UPPER","day",22,195,"","Pool","Undercut_bank,Woody_debris","Left",NA,"Mud","Mostly shaded",-72.50448517,42.66772117,"","iPad"
"2024-07-12","2024-07-12 10:33:00","DRY UPPER","day",22,195,"","Pool","Undercut_bank,Woody_debris","Left",NA,"Mud","Fully shaded",-72.50441733,42.6677545,"","iPad"
"2024-07-12","2024-07-12 10:36:00","DRY UPPER","day",55,185,"","Pool","Woody_debris","Center",NA,"Mud","Mostly shaded",-72.50453733,42.66763717,"","iPad"
"2024-07-12","2024-07-12 10:38:00","DRY UPPER","day",16,166,"","Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.50441017,42.66757867,"Highest read in the area","iPad"
"2024-07-12","2024-07-12 10:44:00","DRY UPPER","day",21,198,"","Pool","Undercut_bank,Root_bundle","Right",NA,"Rock","Mostly shaded",-72.50484983,42.66695833,"","iPad"
"2024-07-12","2024-07-12 10:59:00","DRY UPPER","day",54,174,"","Pool","Undercut_bank,Woody_debris","Left",NA,"Mud,Rock","Fully shaded",-72.50478917,42.66703633,"Couldn’t get a higher read after 10 minutes ","iPad"
"2024-07-12","2024-07-12 11:03:00","DRY UPPER","day",48,208,"","Pool","Woody_debris","Left",NA,"Mud","Mostly shaded",-72.5047915,42.66668567,"","iPad"
"2024-07-12","2024-07-12 11:13:00","DRY UPPER","day",49,197,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.50396767,42.66613567,"","iPad"
"2024-07-12","2024-07-12 17:38:00","DRY UPPER","night",22,NA,"","Pool","Root_bundle","Left",NA,"Mud,Pebble","Fully shaded",-72.50446333,42.66760817,"","iPad"
"2024-07-12","2024-07-12 17:39:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.5045565,42.66759183,"","iPad"
"2024-07-12","2024-07-12 17:41:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.50469317,42.66756017,"","iPad"
"2024-07-12","2024-07-12 17:44:00","DRY UPPER","night",21,NA,"","Pool","Root_bundle,Undercut_bank","Right",NA,"Mud,Rock","Fully shaded",-72.50507067,42.66703217,"","iPad"
"2024-07-12","2024-07-12 17:47:00","DRY UPPER","night",54,NA,"","Pool","Woody_debris,Root_bundle","Left",NA,"Mud,Rock","Fully shaded",-72.50502133,42.66697,"","iPad"
"2024-07-12","2024-07-12 17:52:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Mud,Rock","Fully shaded",-72.50475617,42.666755,"","iPad"
"2024-07-12","2024-07-12 17:59:00","DRY UPPER","night",49,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.50415233,42.66621083,"","iPad"
"2024-07-12","2024-07-12 18:47:00","DRY UPPER","night",49,NA,"","Pool","Root_bundle,Woody_debris","Right",NA,"Rock,Mud","Fully shaded",-72.5039535,42.66611217,"","iPad"
"2024-07-12","2024-07-12 18:54:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Rock,Mud","Fully shaded",-72.5048525,42.66669417,"","iPad"
"2024-07-12","2024-07-12 18:55:00","DRY UPPER","night",54,NA,"","Pool","Root_bundle","Left",NA,"Mud,Rock","Fully shaded",-72.50487717,42.666865,"","iPad"
"2024-07-12","2024-07-12 19:02:00","DRY UPPER","night",21,NA,"","Run","Root_bundle","Right",NA,"Mud,Rock","Fully shaded",-72.50496817,42.66694633,"","iPad"
"2024-07-12","2024-07-12 19:05:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","Right",NA,"Rock,Mud,Pebble","Fully shaded",-72.5044415,42.6676435,"","iPad"
"2024-07-12","2024-07-12 19:07:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Right",NA,"Mud,Rock,Pebble","Fully shaded",-72.50446617,42.667622,"","iPad"
"2024-07-12","2024-07-12 19:13:00","DRY UPPER","night",22,NA,"","Pool","Root_bundle,Woody_debris","Left",NA,"Mud","Fully shaded",-72.504367,42.66774033,"","iPad"
"2024-07-12","2024-07-12 19:55:00","DRY UPPER","night",22,NA,"","Pool","Root_bundle,Woody_debris","Left",NA,"Mud","Night",-72.50436417,42.667635,"","iPad"
"2024-07-12","2024-07-12 19:59:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Night",-72.50458567,42.66771467,"","iPad"
"2024-07-12","2024-07-12 20:16:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","Right",NA,"Mud","Night",-72.50459433,42.667691,"","iPad"
"2024-07-12","2024-07-12 20:20:00","DRY UPPER","night",21,NA,"","Run","Undercut_bank,Root_bundle","Right",NA,"Rock","Night",-72.50512617,42.66698033,"","iPad"
"2024-07-12","2024-07-12 20:23:00","DRY UPPER","night",54,NA,"","Pool","Woody_debris","Left",NA,"Rock,Pebble","Night",-72.50511583,42.66705817,"","iPad"
"2024-07-12","2024-07-12 20:24:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Mud","Night",-72.50482617,42.66675717,"","iPad"
"2024-07-12","2024-07-12 20:30:00","DRY UPPER","night",49,NA,"","Pool","","Center",NA,"Rock,Mud","Night",-72.50388317,42.66603583,"","iPad"
"2024-07-12","2024-07-12 21:02:00","DRY UPPER","night",49,NA,"","Pool","Woody_debris,Root_bundle","Right",NA,"Mud","Night",-72.504054,42.66612933,"","iPad"
"2024-07-12","2024-07-12 21:09:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Mud","",-72.504828,42.666787,"","iPad"
"2024-07-12","2024-07-12 21:12:00","DRY UPPER","night",54,NA,"","Pool","Root_bundle,Woody_debris","Left",NA,"Mud,Rock","",-72.50499833,42.6669755,"","iPad"
"2024-07-12","2024-07-12 21:17:00","DRY UPPER","night",21,NA,"","Pool","","Center",NA,"Mud,Rock","Night",-72.50506817,42.66696983,"","iPad"
"2024-07-12","2024-07-12 21:25:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","Center",NA,"Mud","Night",-72.50445467,42.66765417,"","iPad"
"2024-07-12","2024-07-12 21:28:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Center",NA,"Mud","Night",-72.504476,42.66767567,"","iPad"
"2024-07-12","2024-07-12 21:33:00","DRY UPPER","night",22,NA,"","Pool","","Center",NA,"Mud,Rock","Night",-72.504418,42.66768433,"","iPad"
"2024-07-12","2024-07-12 22:08:00","DRY UPPER","night",22,NA,"","Pool","","Center",NA,"Mud,Rock","Night",-72.50442933,42.66766483,"","iPad"
"2024-07-12","2024-07-12 22:10:00","DRY UPPER","night",16,NA,"","Pool","","Center",NA,"Mud","Night",-72.5044825,42.66757333,"","iPad"
"2024-07-12","2024-07-12 22:15:00","DRY UPPER","night",55,NA,"","Pool","Root_bundle","Right",NA,"Mud","Night",-72.504578,42.6675125,"","iPad"
"2024-07-12","2024-07-12 22:22:00","DRY UPPER","night",21,NA,"","Pool","Root_bundle,Undercut_bank","Right",NA,"Mud,Rock","Night",-72.50517,42.66699033,"","iPad"
"2024-07-12","2024-07-12 22:28:00","DRY UPPER","night",54,NA,"","Pool","","Left",NA,"Mud","Night",-72.50506483,42.6668555,"","iPad"
"2024-07-12","2024-07-12 22:29:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Mud","Night",-72.50483833,42.666778,"","iPad"
"2024-07-12","2024-07-12 22:36:00","DRY UPPER","night",49,NA,"","Pool","","Right",NA,"Mud,Rock","Night",-72.50407117,42.66598117,"","iPad"
